word,meaning,mnemonic,image,video,example,synonyms,antonyms,difficulty,category,setIds
quisling,a traitor,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,History looks unfavorably upon quislings; indeed they are accorded about the same fondness as Nero—he who watched his city burn down while playing the violin.,,,medium,academic,gre
hobble,to hold back  the progress of something,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Bad weather has hobbled rescue efforts, making it difficult for crews to find bodies in the wreckage.",,,medium,academic,gre
debase,reduce the quality or value of something,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The third-rate script so debased the film that not even the flawless acting could save it from being a flop.,,,medium,academic,gre
contrition,the feeling of remorse or guilt that comes from doing something bad,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Those who show contrition during their prison terms--especially when under review by a parole board--often get shortened sentences.,,,medium,academic,gre
reproach,to express criticism towards,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"At first, Sarah was going to yell at the boy, but she didn't want to reproach him for telling the truth about the situation.",,,medium,academic,gre
obscure,make unclear,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"On the Smith's drive through the Grand Canyon, Mr. Smith's big head obscured much of Mrs. Robinson's view, so that she only saw momentary patches of red rock.",,,medium,academic,gre
assiduously,with care and persistence,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The top college football program recruits new talent assiduously, only choosing those who were the top in their county.",,,medium,academic,gre
jubilant,full of high-spirited delight because of triumph or success,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"My hardwork paid off, and I was jubilant to receive a perfect score on the GRE.",,,medium,academic,gre
execrate,to curse and hiss at,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Though the new sitcom did decently in the ratings, Nelson railed against the show, saying that it was nothing more than an execrable pastiche of tired cliché’s and canned laughter.",,,medium,academic,gre
chortle,"to chuckle, laugh merrily, often in a breathy, muffled way",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Walking into the cafe, I could hear happy, chortling people and smell the rich aroma of roasted coffee beans.",,,medium,academic,gre
connive,taking part in immoral and unethical plots,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"With the help of the prince, the queen connived to overthrow the king.",,,medium,academic,gre
illicit,contrary to or forbidden by law,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Though Al Capone was engaged in many illicit activities, he was finally arrested for income tax evasion, a relatively minor offense.",,,medium,academic,gre
audacity,aggressive boldness in social situations,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,She surprised her colleagues by having the audacity to publically criticize the findings of an distinguished scientist.,,,medium,academic,gre
prodigal,rashly or wastefully extravagant,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Successful professional athletes who do not fall prey to prodigality seem to be the exception—most live decadent lives.,,,medium,academic,gre
blinkered,to have a limited outlook or understanding,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In gambling, the addict is easily blinkered by past successes and/or past failures, forgetting that the outcome of any one game is independent of the games that preceded it.",,,medium,academic,gre
exiguity,the quality of being meager,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After two months at sea, the exiguity of the ship's supplies forced them to search for fresh water and food.",,,medium,academic,gre
mendacity,the tendency to be untruthful,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,I can forgive her for her mendacity but only because she is a child and is seeing what she can get away with.,,,medium,academic,gre
unflappable,not easily perturbed or excited or upset; marked by extreme calm and composure,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The house shook and the ground quaked, but my dad was unflappable and comforted the family.",,,medium,academic,gre
devolve,pass on or delegate to another,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The company was full of managers known for devolving tasks to lower management, but never doing much work themselves.",,,medium,academic,gre
misconstrue,interpret in the wrong way,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The politician never trusted journalists because he thought that they would misconstrue his words and misrepresent his positions.,,,medium,academic,gre
imponderable,impossible to estimate or figure out,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"According to many lawmakers, the huge variety of factors affecting society make devising an efficient healthcare system an imponderable task.",,,medium,academic,gre
officious,intrusive in a meddling or offensive manner,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The professor had trouble concentrating on her new theorem, because her officious secretary would barge in frequently reminding her of some trivial detail involving departmental paperwork.",,,medium,academic,gre
elegiac,expressing sorrow,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Few can listen to the elegiac opening bars of the Moonlight sonata without feeling the urge to cry.,,,medium,academic,gre
incongruous,lacking in harmony or compatibility or appropriateness,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The vast economic inequality of modern society is incongruous with America's ideals.,,,medium,academic,gre
reprisal,a retaliatory action against an enemy in wartime,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The Old Testament doctrine of an eye for an eye is not the kind of retaliation practiced in war; rather, an arm, a leg, and both ears are the reprisal for the smallest scratch.",,,medium,academic,gre
apathy,an absence of emotion or enthusiasm,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Widespread apathy among voters led to a very small turnout on election day.,,,medium,academic,gre
consecrate,to make holy or set apart for a high purpose,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"At the church of Notre Dame in France, the new High Altar was consecrated in 1182.",,,medium,academic,gre
ethereal,characterized by lightness and insubstantiality,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Because she dances with an ethereal style, ballet critics have called her Madame Butterfly.",,,medium,academic,gre
enumerate,determine the number or amount of,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The survey enumerates the number of happy workers and the number of unhappy workers.,,,medium,academic,gre
effervescent,marked by high spirits or excitement,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After the sales result, the manager was in an effervescent mood, letting several employees leave work early that day.",,,medium,academic,gre
enormity,an act of extreme wickedness,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The enormity of Pol Pot's regime is hard to capture in words--within months hundreds of thousands of Cambodians lost their lives.,,,medium,academic,gre
endemic,native; originating where it is found,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Irish cuisine makes great use of potatoes, but ironically, the potato is not endemic to Ireland.",,,medium,academic,gre
languish,become feeble,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Stranded in the wilderness for four days, the hiker languished, eating protein bars and nuts.",,,medium,academic,gre
